Company;Position;Rate;ApplicationDate;Status;StausDate;Note;Link;;;
Adeptus Solutions, Inc; Senior Software Developer; 113-170k; 4/22/26;Open; 4/22/26;; https://www.glassdoor.com/job-listing/senior-software-developer-adeptus-solutions-JV_KO0,25_KE26,43.htm?jl=1010104455027&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos2-age5d-1010104455027&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1110586&jrtk=5-yul1-0-1jmqrislrk3cg800-db3ce0b194d4e131---6NYlbfkN0D1CoX2LzUAfmKaEpqhj_FR2w4q_1kq9y3McznTTMs4ZoSfGMrDGQeYHWtn_GMZ4zxVTgdDdQP-1WxhDCbLvyjW9ThbKtg_5Z7zLr_LCLeE7hO53f_S-8slPqSt_2Ws465e4C47Z2IjyejZiwV5l3CVDv98gGFBml-06XJFn7yafL4JISFW8ySt3mqnwlUGgzFKixBuwC3HEjVxBO-7Zbc488-w27BU2vsT3G5aMB1U91TnWSktJyDFS5I4mJY26yVCwctbZbfCGPMowxBrPLlw1RuepwifzLLKaKnAexKBLk5u3vmjuDlxvyB5OTib_LtOTl22iDqJ3iAwe9WjKEW5W9zHxMDDxefzAs2DScqzFjRiuz-sI_52Qmsbjdpim1q99BVeUNhJfnzE6qkNnz6guPaDTkQs2uyR8N2UYiFphRYuVkvKSw5FMs3IgH2oDaHzE7Uczk8vDmcIPGuDmM0wCwlHzeu9NtRqOAs4Ws82O-AEJIW2YmX5RsbbiSIQTwdQmMCgJILEDeB5DBGksNKN3wiBBR8jK0B_2rjFMaix6KUzZ5FCB9ySnUDamar81UKwPUqYemvFA0rT0M5vowZqUYXVrPuckvL4hi5ErAm_jt8eQNJdu_0I-EcaChmIbJPQCGhyEozX0hayZRUPwNzOxo5Zj5ev3EMuA6ECbrENkLEvNTsrKe5B3DuvrQfUYxcZe103zUb2LOFdWDv6FZglB1_7MgRjH_SmH7CxN3eC9yw24myJwB7xQqL_zCsjzxl8p-Gmbn59iZO3z-IRD1m5IRnLF-N2SWZ-KQ9PE63Km447WSAlLeki&cs=1_4186b9ff&s=224&t=JA&pos=102&cpc=3BA4CE39D5B5DEF5&ja=378462087&guid=0000019db59168cf99a9e0c366eb3892&jobListingId=1010104455027&ea=1&vt=e&cb=1776870323182&ctt=1776874266237&srs=EMAIL_JOB_ALERT&gdir=1;;;
FocusPointSAP; Senior .NET Software Engineer; 70-90k; 4/22/26;Open; 4/22/26;; https://www.glassdoor.com/job-listing/senior-net-software-engineer-focuspointsap-JV_KO0,28_KE29,42.htm?jl=1010108378328&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos3-agejp-1010108378328&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1110586&jrtk=5-yul1-0-1jmpdckbgi955800-c2dae0c975f62c07---6NYlbfkN0DNndf2AENBWMtynjMulGrpgyo4xoT0AUnWvQ3N3NIs4eV93rTiKLhjQ5pSOjYezAp2rSOapqBWvTaIw1oJK8A16enKVs5wE4TKWagMc2Rv5mPGIL6bn8quFFK9J5uzXRwc3RtcsOTGZkuCm24w-SpmJ7dj_mutYRVptGK6fzdOCYQb9GlIAuncDrbj8g7ape9Jh_L31Ncf5qRp39pigHxa2fe1YqToJF1s_Svf53UsAuyH1FGoeupBr2dWaXfeGOyzLIzH_DCdZOF5eXl4eXj4cXwttZjvrxqt6D3DrUeih6W9lUCAx2QrXR3pIFcwORFUZgtbP-71EUN9Qy7t63Gd_UMEOAHEBSM1lZEO9275jXDuBvyc1vm9SPHcXDcVAB_u21FePRON9HHpwTiVMVgMaTMiZDwIzKUhKHSdaW25rEbrsYggh2Qgweqf69soYcZxLu5zP2i7a3uoW7dEueSGcNX2ytPGut3UXL1kEin_I3ALuZ9tXid5uLpKEtWwmyEvBTEE3QtSj_2cj1z1kLo1jwmTrt5kDgCIN3k1l9Q8b7VVS2bC_onc2HwND-IV7NhibcZX9PJGUYXUMha9nWnzs15Hl3zyByUjiuh6IVfBw85vGN4nhqX7S_PVtufqTL41O2ehvg1KcrN9iMFSl_yo3Y4M112MEyrK9cA5i1PJhxbyoI9Xl_8mcM7mGgbUavZ25vUVIQGKWQprQlcxBx6Wsn_XubNqC942akOx9R1x7RrKOi7ObSOMmHmX9i8kwMJrGx4HG-_Hu91TJ_JDdtBm&cs=1_d788f188&s=224&t=JA&pos=103&ja=377506142&guid=0000019db2c688829c0575134c2fd0fa&jobListingId=1010108378328&ea=1&vt=e&cb=1776821884294&ctt=1776874718489&srs=EMAIL_JOB_ALERT&gdir=1;;;
Kelvion; IT - Help Desk Analyst; 49-67k; 4/22/26;Open; 4/22/26;; https://www.glassdoor.com/job-listing/it-help-desk-analyst-kelvion-products-JV_IC1144394_KO0,20_KE21,37.htm?jl=1010108326245&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos2-agept-1010108326245&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jmr2lvkknae1800-54cb86c035880a3e&cs=1_83d819d8&s=224&t=JA&pos=102&ja=401049853&guid=0000019db5c8193e941bfb7f76583450&jobListingId=1010108326245&ea=1&vt=e&cb=1776877765238&ctt=1776879661713&srs=EMAIL_JOB_ALERT&gdir=1;;;
Inspira Financial; Software Engineer II (NET Backend) (Remote); 91-111k; 4/22/26;Open; 4/22/26;; https://jobright.ai/jobs/info/69d1e1af366bb95ba5529f9b?utm_source=1121&imp_id=3673496432511879909__instant_push__1776815342741_2876&utm_medium=email;;;
Alignment Health; Remote Senior Software Engineer; ; 4/22/26; Rejected; 5/22/2026;; https://www.linkedin.com/jobs/view/4375991752/?trackingId=jQUItJhGSJWWg%2Bxlcj31Lw%3D%3D&refId=pmo4hOgqTwqnonDVKLjSeg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2ChOmwqX4kTIc1&trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4375991752&trkEmail=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4375991752-null-mw6pip~mo99xz8p~gh-null-null&eid=mw6pip-mo99xz8p-gh&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUxYmM4ZWNiZDI0OTlkYWM4NjYyN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmMGVjYzQ1OTgyZjg5YzYxODM1NWY5MjNhZTRjNjA1YjlkZjNjOGM5NzZlYTFiNTEsMSwx;;;
Clover Health; Senior Software Engineer; 195-220k; 4/2/26;Open; 4/2/26;; https://www.linkedin.com/jobs/view/4387975998/?trackingId=TgsJTCqbQoCHasyic83%2F5w%3D%3D&refId=1qGAtjWSQXGn9eWjgl77fw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2ChOmwqX4kTIc1&trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4387975998&trkEmail=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4387975998-null-mw6pip~mo99xz8p~gh-null-null&eid=mw6pip-mo99xz8p-gh&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUxYmM4ZWNiZDI0OTlkYWM4NjYyN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmMGVjYzQ1OTgyZjg5YzYxODM1NWY5MjNhZTRjNjA1YjlkZjNjOGM5NzZlYTFiNTEsMSwx;;;
ClassPass (PlayList); Senior Software Engineer (Remote); 151-200k; 4/22/26;Open; 4/22/26;; https://www.linkedin.com/jobs/view/4402180403/?trackingId=Hx1jds3aRpmYil%2BBLmJYwA%3D%3D&refId=1mgl60jCRCCfQ1QrhAC4UA%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2ChOmwqX4kTIc1&trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4402180403&trkEmail=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4402180403-null-mw6pip~mo99xz8p~gh-null-null&eid=mw6pip-mo99xz8p-gh&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUxYmM4ZWNiZDI0OTlkYWM4NjYyN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmMGVjYzQ1OTgyZjg5YzYxODM1NWY5MjNhZTRjNjA1YjlkZjNjOGM5NzZlYTFiNTEsMSwx;;;
Beacon Hill; Senior .NET Software Engineer; 80-85/hr; 4/22/26;Open; 4/22/26;; https://www.dice.com/job-detail/32bca51d-87d9-4171-96e6-e5665df36724;;;
New Era Technology; Backend Solution Architect; ; 4/22/26;Open; 4/22/26;; https://www.dice.com/job-detail/e6b1c01f-f5eb-47e4-9f31-255c5d05e33c;;;
RRS Enterprises Inc.; Backend Developer; 121-165k; 4/22/26; Rejected; 5/22/2026;; https://www.indeed.com/viewjob?cmp=RRS-Enterprises&t=Back+End+Developer&jk=f2a485abe60aa346&q=c%23&xpse=SoCL67I3kWffl4SYlJ0LbzkdCdPP&xfps=4dd96541-0a6d-4808-8983-954140f0e029&xkcb=SoBr67M3kWfBR6ybSR0LbzkdCdPP&vjs=3;;;
DriveTime Automotive Group; Software Engineer - Remote; 88-124k; 4/23/26; Rejected; 5/22/2026;; https://www.glassdoor.com/job-listing/software-engineer-remote-drivetime-sales-and-finance-company-JV_IC1133917_KO0,24_KE25,60.htm?jl=1010109983810&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos12-agept-1010109983810&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jmtcif4fh728800-0db7b883c1d7aa42&cs=1_44df5496&s=224&t=JA&pos=112&ja=399775333&guid=0000019dbab822209218e6828325f79c&jobListingId=1010109983810&ea=1&vt=e&cb=1776955243875&ctt=1776959488930&srs=EMAIL_JOB_ALERT&gdir=1;;;
The Home Depot; Software Engineer (Remote); 50-130k; 4/23/26;Open; 4/23/26;; https://www.glassdoor.com/job-listing/software-engineer-remote-home-depot-thd-JV_IC1139761_KO0,24_KE25,39.htm?jl=1010109714725&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos3-agept-1010109714725&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jmtc8fc9kuoi800-3bf59f0f38ec1c05&cs=1_b0c53192&s=224&t=JA&pos=103&ja=378462087&guid=0000019dbab812058f2ab0d8077c3a00&jobListingId=1010109714725&vt=e&cb=1776954916535&ctt=1776959554785&srs=EMAIL_JOB_ALERT&gdir=1;;;
Aliance Energy Services; Applications Developer I; ; 4/23/26;Open; 4/23/26;; https://www.glassdoor.com/job-listing/applications-developer-i-alliance-energy-services-JV_KO0,24_KE25,49.htm?jl=1010108458927&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos7-age1d-1010108458927&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jmtc8fc9kuoi800-b018ba7188945331&cs=1_63d0d26a&s=224&t=JA&pos=107&ja=378462087&guid=0000019dbab812058f2ab0d8077c3a00&jobListingId=1010108458927&ea=1&vt=e&cb=1776954916537&ctt=1776959586120&srs=EMAIL_JOB_ALERT&gdir=1;;;
ACT Building Systems; Software Developer (Contractor); ; 4/23/26;Open; 4/23/26;; https://jobright.ai/jobs/info/69e949fa4b0fa35a7076d5a2?utm_source=1121&imp_id=3673496432511879909__instant_push__1776952820226_2797&utm_medium=email;;;
OSTechnical; Desktop Technician - PC Build / Computer Migration; 24-26/hr; 4/23/26;Open; 4/23/26;; https://www.ziprecruiter.com/jobs/v2/eyJsaXN0aW5nX2tleSI6IlBpSW0wa3NJaENRd0JuMGhNMUZnZFEiLCJtYXRjaF9pZCI6IjAxOWRiMjI2LTI0MjktNzYyOC04NjU4LWM5NzFlOGI2YmYwOCIsImJpZF90cmFja2luZ19kYXRhIjoiQUFFTXZWMDAwT0tiamFIQ3FRdzNMSlZnQmdMVk83dVJmeHVVZlFNVGVwVkFHZ2tmbUNYYTZiTkR5cjU2QjdWbVlPU1cyeGRTQ1V0eE1xNzNublUiLCJzb3VyY2VfcGxhY2VtZW50X2lkIjo4NzY5MH0=?tsid=111000278;;;
TalentzPro; Software Engineer II (.Net, C#, Java); ; 4/23/26;Open; 4/23/26;; https://www.dice.com/job-detail/b002d8a2-3c57-4e6a-8d7e-f9a95c2d7406;;;
Imagine Staffing Technology; Senior .Net Software Engineer; 60-70/hr; 4/23/26;Open; 4/23/26;; https://www.dice.com/job-detail/99ba21bb-6066-40c8-9a87-b1a51fbfe132;;;
Refugent Technologies Inc.; .Net Application Developer; ; 4/23/26;Open; 4/23/26;; https://www.dice.com/job-detail/19c7bb8e-a844-497d-b608-4552df382e54;;;
Technovision, Inc.; Sr. ASP.Net, C#, .Net Core, Visual Studio, SQL Server Developer - 100% Remote - Long term Contract; ; 4/23/26;Open; 4/23/26;; https://www.dice.com/job-detail/ef8c4c20-82d9-4171-95da-70ce9be34590;;;
Keypixel; Data Integration Lead (Healthcare); ; 4/23/26;Open; 4/23/26;; https://www.dice.com/job-detail/66b2f9a9-209e-45eb-a978-eb52235fa9d2;;;
Simpluris; .NET & React Engineer (Mid Level) - Contractor; ; 4/23/26;Open; 4/23/26;; https://www.indeed.com/viewjob?jk=65470c89d256cf66&tk=1jmrntjj120m3001&from=serp&vjs=3;;;
7Seventy Recruiting; Software Engineer; 86-120/hr; 4/24/26;Open; 4/24/26;; https://www.linkedin.com/jobs/view/4399969345/?trackingId=NnS5bkzqy7SsrmDEZb1aSw%3D%3D&refId=IpxrqM7qYeyDLTEOgVnWKg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1oPGZ50GusXcc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_4_jobid_4399969345_ssid_15257593100_fmid_mw6pip~mocytx8p~eh&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_4_jobid_4399969345_ssid_15257593100_fmid_mw6pip~mocytx8p~eh-null-mw6pip~mocytx8p~eh-null-null&eid=mw6pip-mocytx8p-eh&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUwYjQ4Y2M2ZDU0MTllYWI4YjZjN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThkNWNmZmY3YThmZGY5MjNjODVmZmU3ZThmNWU5Mzc2Nzk0YzI2OWM1ZjkxMWE3YWQsMSwx;;;
Brooksource; Software Engineer; 55-60/hr; 4/24/26;Open; 4/24/26;; https://www.linkedin.com/jobs/view/4404451275/?trackingId=KaB%2F8mE6d8%2FUl7Ay6oEbzw%3D%3D&refId=IpxrqM7qYeyDLTEOgVnWKg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1oPGZ50GusXcc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4404451275_ssid_15257593100_fmid_mw6pip~mocytx8p~eh&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4404451275_ssid_15257593100_fmid_mw6pip~mocytx8p~eh-null-mw6pip~mocytx8p~eh-null-null&eid=mw6pip-mocytx8p-eh&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUwYjQ4Y2M2ZDU0MTllYWI4YjZjN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThkNWNmZmY3YThmZGY5MjNjODVmZmU3ZThmNWU5Mzc2Nzk0YzI2OWM1ZjkxMWE3YWQsMSwx;;;
OnePlan; Full Stack Product Developer (JavaScript, C#, ASP.NET, MS Tech Stack); ; 4/24/26;Open; 4/24/26;; https://www.linkedin.com/jobs/view/4400646537/?trackingId=q3Qt6F5YHPSsiKkUA6mRNA%3D%3D&refId=pIdD7MlcfllXmGkd5KTgqA%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2NjgLOInN8Xcc1&trk=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION_2-0-job_card_0_jobid_4400646537_sectionid_293002_fmid_mw6pip~mocvuame~15&trkEmail=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION_2-0-job_card_0_jobid_4400646537_sectionid_293002_fmid_mw6pip~mocvuame~15-null-mw6pip~mocvuame~15-null-null&eid=mw6pip-mocvuame-15&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUwYjQ4Y2NkZDQ0NzljYTY4YzY5N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjN2U0Y2I3MWExYzBhNzZjODI5NzNiMTRjNjFjZjlmYTY5MDRhMjIzOTdmNDUxYmMsMSwx;;;
Envision Horizons; Full Stack Developer; 95-115k; 4/24/26; Rejected; 5/22/2026;; https://www.linkedin.com/jobs/view/4405850959/?trackingId=P1Qn9qIbrStIw34klA1Yrg%3D%3D&refId=pIdD7MlcfllXmGkd5KTgqA%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2NjgLOInN8Xcc1&trk=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION_2-0-job_card_1_jobid_4405850959_sectionid_293002_fmid_mw6pip~mocvuame~15&trkEmail=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION_2-0-job_card_1_jobid_4405850959_sectionid_293002_fmid_mw6pip~mocvuame~15-null-mw6pip~mocvuame~15-null-null&eid=mw6pip-mocvuame-15&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUwYjQ4Y2NkZDQ0NzljYTY4YzY5N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjN2U0Y2I3MWExYzBhNzZjODI5NzNiMTRjNjFjZjlmYTY5MDRhMjIzOTdmNDUxYmMsMSwx;;;
ICF International; Senior Software Enginer (.Net) - (US - Remote); 98-167k; 4/24/26;Open; 4/24/26;; https://www.efinancialcareers.com/jobs-USA-VA-Reston-Senior_Software_Engineer_Net_-_US_-_Remote.id24117019?stlt=VTJGc2RHVmtYMTlMT3hyT21PUTd2RXNuQ0JNc1loTGtZU0tmdkZicC8zcVZ3Vld0MGt1TzJLUUFQaytQbTVCLw%3D%3D&utm_campaign=JS_NOWHIRING_DAILY_JOBS&utm_medium=EM_NOWHIRE&utm_source=AMS_US_ENG;;;
Worldpay; Software Engineer II - .NET Developer (C#.NET, ASP.NET, SQL); ;4/24/26; Rejected; 5/22/2026;; https://www.efinancialcareers.com/jobs-USA-KY-Newport-Software_Engineer_II_-_NET_Developer_CNET_ASPNET_SQL.id24129897?stlt=VTJGc2RHVmtYMTlMT3hyT21PUTd2RXNuQ0JNc1loTGtZU0tmdkZicC8zcVZ3Vld0MGt1TzJLUUFQaytQbTVCLw%3D%3D&utm_campaign=JS_NOWHIRING_DAILY_JOBS&utm_medium=EM_NOWHIRE&utm_source=AMS_US_ENG;;; Hybrid - 3 days onsite Cincinnati 
Barings; .NET and Azure Developer (JR_006179); ; 4/24/26; Rejected; 5/22/2026;; https://www.efinancialcareers.com/jobs-USA-NC-Charlotte-NET_and_Azure_Developer.id24050811?stlt=VTJGc2RHVmtYMTlMT3hyT21PUTd2RXNuQ0JNc1loTGtZU0tmdkZicC8zcVZ3Vld0MGt1TzJLUUFQaytQbTVCLw%3D%3D&utm_campaign=JS_NOWHIRING_DAILY_JOBS&utm_medium=EM_NOWHIRE&utm_source=AMS_US_ENG;;;
Fiserv; Full Stack .NET Developer; ; 4/24/26; Rejected; 5/22/2026;; https://www.efinancialcareers.com/jobs-USA-NE-Omaha-Full_Stack_NET_Developer.id23688882?stlt=VTJGc2RHVmtYMTlMT3hyT21PUTd2RXNuQ0JNc1loTGtZU0tmdkZicC8zcVZ3Vld0MGt1TzJLUUFQaytQbTVCLw%3D%3D&utm_campaign=JS_NOWHIRING_DAILY_JOBS&utm_medium=EM_NOWHIRE&utm_source=AMS_US_ENG;;;
Commonwealth Bank of Australia; Staff Software Engineer - Full Stack (.NET / React, Next.js); ; 4/24/26; Rejected; 5/22/2026;; https://www.efinancialcareers.com/jobs-Australia-Sydney-Staff_Software_Engineer_-_Full_Stack_NET__React_Nextjs.id24161080?stlt=VTJGc2RHVmtYMTlMT3hyT21PUTd2RXNuQ0JNc1loTGtZU0tmdkZicC8zcVZ3Vld0MGt1TzJLUUFQaytQbTVCLw%3D%3D&utm_campaign=JS_NOWHIRING_DAILY_JOBS&utm_medium=EM_NOWHIRE&utm_source=AMS_US_ENG;;;
Beat LLC; Software Developer; 105-110k; 4/24/26;Open; 4/24/26;; https://www.indeed.com/viewjob?jk=ded15e3566ac4be4&tk=1jmv2up1029od001&from=jobi2a&advn=5255389087853547&adid=460779873&ad=-6NYlbfkN0BZEboMUnqsru4xENP43dcZ1tM5PtGD_wdmLn3NEeT9EAYKYQAiEBAdmfe8zm6QwP6Ch8GpIuyLVUfpIcfmuQ-qqRvWmBvDwSA2bgU22jtOtM84eSxCJ0iQ8kEhiKzOYGprqhupCd4zZ3hy2YQZRzoN4bGUCuXCv43gAi27K2bS3DQgasfnThSYc39coZjqnUWAUI2L9IS2ipU7lgNf8i8JDayTq1H8gS3j8GoUFNQw8CqqygLhDK9i8q23ZJ0rHdAJghGrSVyvjGxbWde6oin9vqI5ALBLKyKELuyU6NR62KWL61mc7lmj5eiyuclx1IqzotDkF-bJXeXZuq1OnZFWhZNastjOUFR3vEj5Ci27TDJlr1VsfThg-5_cdAl9faIX0qT-gIbYh8-enkl17ky5L0618oeHODIK-91EZUSLbPXmx-ZbJvP8lDveemSDFutyr1-9NZemfw7jkA2C1U-LB3SI0JJsRGfbRacQN0TNiK6hDaIpKRIZM0MzqIcEBZJg4d8f-px0mUNkD-JGEAuARlwTBywl8DKfnOw2M9AjCM4J6k1mLt-aM1D2HE_zKPvzf1lReltOFX94Mkmu7iODks4VwrMGl1i_X0-Tq-_w4FvBJyjTy8LH&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=C3EPSzFlQw_0oH--iK3KGA%3D%3D&jrtk=5-cmh1-1-1jmv2unq9mu63805-ded15e3566ac4be4&xkcb=SoBA6_M3kfN087WN4x0ebzkdCdPP&xpse=SoD06_I3kgGsgTSQQZ0NbzkdCdPP&xfps=4f38ebba-7617-4482-9235-7fe3a689e12d;;;
Leedo Cabinets LLC; Software Developer; 75-83k; 4/24/26;Open; 4/24/26;; https://www.indeed.com/viewjob?jk=dde3b260a6cc04a1&tk=1jmv2up1029od001&from=jobi2a&advn=7430669949591479&adid=460296575&ad=-6NYlbfkN0AfWD7TB9zj7CLENchVhjlcLNzun2WV2dwoiYiVsOvp0q4PNsfA6Ne0snM-0hStGf3gw9JUyEAPto2NIEeU5xT7F8q0F5zI7MCMv_6OYA1Hu6rL19cLpEaRLVI52xlTXtwejSdb76jQMTzEvObtIPCnJfcIDyZUlRthGL9azVz5mxqjro8Ov_-cleH5wMKjmhNnhCvOECxAq_wbzTSkv0a4rTWTvyDw0CipIU6jGzqjGuONsEcsHvqekDnfUrDW3CQUt-U9NdMiGsHHStyZamnMq3YtjoNRTjuR8C2bJjzvQbu0qYLDZKqCObVyaUDBp1Ld9VtXVnuluUPG6JeBs3091lBKEIcvOQ8zqhvk86Wqf_PbTdwtrtmAxhxvg8E33QErhCeQtkqjYEXZuwZLf1YRQocBGrHitA3BpAbzXjsd0V6PNf2UpKbVQfH3vU5MPnacpZZv7bqc4melgHNmH9nXlcwMsOMx399ugYQKDDndCX6IIS2Wic-CeTxk_kjnkXzdng0s6qErWxBvCFSyHbSnqRL0Sz6Xw2Bv7hRw6_fSWlapoB_UJNqJVqlsLD7qoPIWc2bmYBX8v7mktmolN94huLUewp6YajiFJm49PrGh27OdKs8uEQ5D&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=C3EPSzFlQw_TC5jPXDHrEQ%3D%3D&jrtk=5-cmh1-1-1jmv2unq9mu63805-dde3b260a6cc04a1&xkcb=SoA66_M3kfN087WN4x0PbzkdCdPP&xpse=SoDi6_I3kgGiyIy6b50PbzkdCdPP&xfps=3ef1d18c-8725-4674-8fb5-e452c2457b69;;;
Republic Services; Sr. Software Developer - .NET (R-173891); ; 4/24/26;Open; 4/24/26;; https://jobright.ai/jobs/info/69eaad223aa0c479643b1396?utm_source=1121&imp_id=3673496432511879909__instant_push__1776990770855_4196&utm_medium=email;;;
InterSources Inc; Dotnet Developer –  Columbia SC; ; 4/24/26;Open; 4/24/26;; https://jobright.ai/jobs/info/69eab1ad0a6e0955530427ff?utm_source=1121&imp_id=3673496432511879909__instant_push__1776990770855_4196&utm_medium=email;;;
Georgia IT; .Net Full-Stack developer - 100% Remote; ; 4/24/26;Open; 4/24/26;; https://www.dice.com/job-detail/dec3e56c-d6fb-4229-bce9-023c8bc58732;;;
Skimmer; Principal Software Engineer - Payments; ; 4/24/26; Rejected; 5/22/2026;; https://www.indeed.com/viewjob?jk=98922df02deffb39&tk=1jmu5b17cgln581i&from=serp&vjs=3;;;
Mindset Care, Inc.; Senior Software Engineer; 165-190k; 4/24/26;Open; 4/24/26;; https://www.indeed.com/viewjob?jk=3f17a4f5fb3d71fa&tk=1jmu5fdifgm9n81q&from=serp&vjs=3;;;
Saalex; Journeyman Software Developer; 115-125k; 4/24/26;Open; 4/24/26;; https://www.indeed.com/viewjob?jk=ed7623a052abc41b&tk=1jmu5mlh0giqo8j3&from=serp&vjs=3;;;
BlueBeam; Technical Support Specialist - Tier 2; ; 4/24/26;Open; 4/24/26;; https://careers.nemetschek.com/Bluebeam/job/Technical-Support-Specialist-Tier-2/1349378955/?from=email&refid=28025176855&utm_source=J2WEmail&source=2&eid=79455-202630240330-33638574455&locale=en_US;;;
OCS; Software Engineer II; 85-140k; 4/24/26;Open; 4/24/26;; https://www.glassdoor.com/job-listing/software-engineer-ii-osc-global-JV_KO0,20_KE21,31.htm?jl=1010111526471&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos9-agept-1010111526471&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jmvukb5qgqop802-14bd4b5c1e2c16ed&cs=1_a829326f&s=224&t=JA&pos=109&ja=378462087&guid=0000019dbfdd6b09b722e2a9591a70fb&jobListingId=1010111526471&ea=1&vt=e&cb=1777041288702&ctt=1777049948969&srs=EMAIL_JOB_ALERT&gdir=1;;;
The Dignify Solutions, LLC; .Net Developer - Remote; 50/hr; 4/28/26;Open; 4/28/26;; https://www.dice.com/job-detail/2ce0c489-7e8b-49ab-928e-17125a67258b;;;
Alacrity Claims Solutions, LLC; Software Developer - Corporate; 100-130k; 4/28/26;Open; 4/28/26;; https://www.indeed.com/viewjob?jk=6dc664aaac6e934c&tk=1jn8csi53g8h58am&from=serp&vjs=3;;;
HealthMark Group; Senior Software Engineer; 120-140k; 4/28/26;Open; 4/28/26;; https://jobright.ai/jobs/info/69efbb3b16b2612c2a12b708?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1777395102407_5601&utm_medium=email;;;
