Company;Position;Rate;ApplicationDate;Status;StausDate;Note;Link
Canopy; Senior Engineer; ; 3/31/26;Open; 3/31/26;; https://www.linkedin.com/jobs/view/4392996963/?trackingId=AAhvLVM7v7Ox4BdpDWwFwQ%3D%3D&refId=Ys3mDwJT411k9Q%2BcQ8HeWQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2QmYMFMaCupsc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4392996963_ssid_15257593108_fmid_mw6pip~mneo9gwf~h2&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4392996963_ssid_15257593108_fmid_mw6pip~mneo9gwf~h2-null-mw6pip~mneo9gwf~h2-null-null&eid=mw6pip-mneo9gwf-h2&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYmQ4OWNiZDA0NTlhYWM4ODYyN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjNGU1Y2I1ZWZlZjQ5OTZiNTIwNzU4ODg5MmFjZjVkNTY1ZDg3ZDQwZTJiNWE2ZGQsMSwx
TherapyNotes; Senior Quality Assurance Engineer (Automation); 95-125k; 4/1/26;Open; 4/1/26;; https://www.glassdoor.com/job-listing/senior-quality-assurance-engineer-automation-therapynotes-com-JV_KO0,44_KE45,61.htm?jl=1010080017544&utm_source=jobalert&utm_medium=email&utm_term=jaqjobscontrol&utm_content=ja-jobpos3-age5d-1010080017544&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1110586&jrtk=5-yul1-0-1jl4orelfl02p800-440e5932521c5770---6NYlbfkN0AfEq5j7saNRG5aU_mvVTuWOB9eeCeHIli2OtKfZJ_lUxm0eLsg_46YIWkIaXWDfuWFI-nY19jkY3MNpLdONQIjUKhDwTc8z7EVmYg3lZuZzwxyW8rsEjh9znS9uAKM2BHhisXXXruEW9X3g5s25tzr2T-3LjSWpBY9aW9HASAqNhVwchWXxR9MNmc5DkScmEHXCrBkMUQM4JssBRZtjJtvAUQIqPrRqtmqGMJsuW1P6aerchFH0dvVr7Z_BHZZqbLe6aQYwHKsgxSOA_eG6vNblzCK1fXxRD5nAvWJLVybKqrG-MxpXKouYaU-tCJUWikD2LppdY9yqAOyTxf61RjAnHLWL7GNj_pMzN4361kydX38WliwmcK_-qPioIHGyf7DVSJeJdPfyR98TKA64w2MGmVZynGlLYDvnrBoloHHGriX5XbwSY26-6CYY_hRk0cG_r_iw8TuTeLfn5tC3vTKFH25TXqEdLlFQ9EuHa_yKXjirdpBkOkulp0gNZL0SNK3OwBJFceXn-6HDs6FtixZKyP-JyWW2MEY_qr8mmGVq7_TdcFqpT07IqWVcIEyv38KFABZXoDtDC0aMai7sXM_mYXTFxWmXlF96IoGtlnyo8_kH1o31iNrYxhwVFcMRD-hL3MmF6eoVjczzufxIfHWjbfpWc0uo6VboAXW8BpSDVHHQGj9hi9MJwrw2twFRscos8Etw8991EthXMtWKCPEfRrxgKAUEJQfXrwUMkvwTjn0gppJOLk_MvtsW8dRDcE%3D&cs=1_afd598bf&s=224&t=JA&pos=103&cpc=FAE5E775D180B2FB&ja=399777329&guid=0000019d496c0d5189633299a8ceb3ed&jobListingId=1010080017544&ea=1&vt=e&cb=1775055519613&ctt=1775062031407&srs=EMAIL_JOB_ALERT&gdir=1
DirectFunds, LLC; Software Engineer; 85k+; 4/1/26;Open; 4/1/26;; https://www.glassdoor.com/job-listing/software-engineer-direcfunds-JV_KO0,17_KE18,28.htm?jl=1010082706380&utm_source=jobalert&utm_medium=email&utm_term=jaqjobscontrol&utm_content=ja-jobpos2-age1d-1010082706380&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jl4o61812bph000-401e8916bf4b3b63&cs=1_13a13cf8&s=224&t=JA&pos=102&ja=399775333&guid=0000019d496bfd5ba6b5b1b3ee098949&jobListingId=1010082706380&ea=1&vt=e&cb=1775054816779&ctt=1775062051590&srs=EMAIL_JOB_ALERT&gdir=1
CaseGlide; Software Engineer - .NET / C#; 95-130k; 4/1/26;Open; 4/1/26;; https://www.glassdoor.com/job-listing/software-engineer-net-c-caseglide-JV_KO0,23_KE24,33.htm?jl=1010084804863&utm_source=jobalert&utm_medium=email&utm_term=jaqjobscontrol&utm_content=ja-jobpos1-agept-1010084804863&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jl4nqgnml03s804-ce5b0d2df25fb5cb&cs=1_2a5cb8fa&s=224&t=JA&pos=101&ja=378462087&guid=0000019d496bf272ad5715a3face256b&jobListingId=1010084804863&ea=1&vt=e&cb=1775054439483&ctt=1775062112658&srs=EMAIL_JOB_ALERT&gdir=1
Beacon Hill Staffing Group; C# Developer; ; 4/1/26;Open; 4/1/26;; https://www.indeed.com/viewjob?jk=cf7757a496353fc3&tk=1jl3tio8i2l0a001&from=jobi2a&advn=172505541915166&adid=336695822&ad=-6NYlbfkN0AEoGMyuqqa4fuJ8ioA0yHILhRJp52EdX7fBgN-aGi6iG_TwnhJPFa0ulYjSpxlKhkRAUoeTg2XiQ5HVMj4s0TV1BQf7JrmPWWbjUDccDp2BvZZAxGSID_ap2_LfAz0zCbiGq2kcf1CzUvoULz2_7F_rM2kXsdxmYA2w3kT2__ecR-fASHToYxInoZmP8HvHLFNnX1gFWAzBEMcngV4OafHZHjhQ2Ve4SipPuCfHoAhrK6NbYc1D6Q50OgPg7jG8ZG0kLJBk1hd_y4qEqKKtWqREmrJ_Pxp1_Zv9h2Ub2HEkn2fizNMx70_Uargu5E_5NvyrG8mY_18umywxokfgQ35Nj2u4_szQiLT_3C2g-zbZy6hOonfeN2voxgBVTe9dsMoDELA1-BN7QXvAXvJvb-IgHJ3LW20ZEgfBK3xoMA-gr2N54BBZtmKIhhlYOai0t7_eO-uZdZCEHZj1TuzJ4N_rAOjevk-VaTY3h0Z_8lGrQOtkcSAa78WV-bXVSh5M28A1gV0YzaIGe0prUuHP7GLwtzLVKXlR6UtN-NA7sn8rBbhz1LjeUWgrzyjy1DA6KwPFEUqDda_EDay_2jmDNJ5qBhOPKsqu1h0RpDZGbZ4z4RMsv6mlhkc&sjdu=vUz3PJIdpGfygLQXVlxEDtrp31zrUKvX5DyE7UoHSnaOw8ANZwaIK2bzTnXrBDPklLt7gxUK-tZoFoA-RTYDpPuvKfFBp-zAWGFiBYqRFxdeAPs8LdQa73kOTeAAvJnX&acatk=1jl4vfdrggmbt802&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=PWNeRUN351gDnQzC7BGBhQ%3D%3D&jrtk=5-cmh1-1-1jl3t5jv5k9sg802-cf7757a496353fc3&xkcb=SoCm6_M3ljzE1FWvUZ0KbzkdCdPP&xpse=SoCg6_I3lk2yYNS5BB0PbzkdCdPP&xfps=99aa0339-350c-4e79-b73c-22e255cef356
Experian; Senior Backend .NET Software Developer (Remote); 116-208k; 4/1/26; Rejected; 5/1/2026;; https://jobright.ai/jobs/info/69cc8159366bb95ba54f0dbd?utm_source=1121&imp_id=3673496432511879909__instant_push__1775013606069_1664&utm_medium=email
Pathfinders Executive Search; Senior Software Engineer; 120-140k; 4/1/26;Open; 4/1/26;; https://jobright.ai/jobs/info/69cc4747891d7b11cfcab7d2?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1775006721887_8116&utm_medium=email
National Healthcare Solutions Group; Software Engineer; ; 4/1/26; Rejected; 5/1/2026;; https://jobright.ai/jobs/info/69cc43b4891d7b11cfcab5e7?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1775006721887_8116&utm_medium=email
ImagineX; Senior Backend Engineer; ; 41/26;Open; 41/26;; https://www.glassdoor.com/job-listing/senior-backend-engineer-imaginex-consulting-JV_KO0,23_KE24,43.htm?jl=1010084155858&utm_source=jobalert&utm_medium=email&utm_term=jaqjobscontrol&utm_content=ja-jobpos6-agejp-1010084155858&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jl322d8elje6800-c9aecbad5c96cb06&cs=1_dad7a470&s=224&t=JA&pos=106&ja=380629936&guid=0000019d4557a766b77501603a56387c&jobListingId=1010084155858&ea=1&vt=e&cb=1774998074914&ctt=1775062822489&srs=EMAIL_JOB_ALERT&gdir=1
University of Tennessee Health Science Center; DASH Research Business Analyst (Level 1-4) - Department of Technology Solutions, UT Systems Administration; 60-110k; 4/1/26;Open; 4/1/26;; https://www.glassdoor.com/job-listing/dash-research-business-analyst-level-14-department-of-technology-solutions-ut-system-administration-university-of-tennessee-health-science-center-JV_IC1144394_KO0,99_KE100,145.htm?jl=1010077907709&utm_source=jobalert&utm_medium=email&utm_term=jaqjobscontrol&utm_content=ja-jobpos1-age6d-1010077907709&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jl4t7cmejn13800-b067aa36bd9af641&cs=1_c3ce3233&s=224&t=JA&pos=101&ja=401049853&guid=0000019d49a25b078b2ccacbd79ccd28&jobListingId=1010077907709&vt=e&cb=1775060104099&ctt=1775061803896&srs=EMAIL_JOB_ALERT&gdir=1
Net3IT; IT Project Engineer; ; 4/1/26;Open; 4/1/26;; https://www.indeed.com/viewjob?cmp=Net3IT&t=IT+Engineer&jk=28b87d88739abdad&q=back+end+developer&xpse=SoBb67I3lc7ulGS6qx0LbzkdCdPP&xfps=e277a4f8-7068-4537-afb9-1dbe188fce78&xkcb=SoDP67M3lc7RuZgVW70NbzkdCdPP&vjs=3
Jack Henry; .Net C# Software Engineer; ; 4/1/26; Closed; 5/2/26; Rejection Email received; https://jobright.ai/jobs/info/69cc48f2cfdc6132f940b67f?utm_source=1121&imp_id=3673496432511879909__instant_push__1774995850475_2899&utm_medium=email
KinderSystems; Senior .NET Software Engineer; 110-130k; 4/1/26;Open; 4/1/26;; https://www.indeed.com/viewjob?jk=6ace165b622219a2&tk=1jkspfh86gh9a844&from=serp&vjs=3
NASCAR; Engineer, Event Software Development; ;4/1/26; Rejected; 5/1/2026;; https://nascar.wd1.myworkdayjobs.com/en-US/NASCAR/job/Daytona-Beach-FL/Engineer--Event-Software-Development_JR13987?workerSubType=1f1fe7942923017c3f7d4b49c700d701
NASCAR; Network Engineer; ; 4/1/26; Rejected; 5/1/2026;; https://nascar.wd1.myworkdayjobs.com/en-US/NASCAR/job/Daytona-Beach-FL/Network-Engineer_JR13862?workerSubType=1f1fe7942923017c3f7d4b49c700d701
Ascella Technologies, Inc; COBOL Developer (Mainframe Modernization); ; 4/1/26; Rejected; 5/1/2026;; https://www.indeed.com/viewjob?jk=2453160533297361&tk=1jkqagq1tg6hf881&from=serp&vjs=3
Tria Federal; AI .NET Developer; ; 4/6/26;Open; 4/6/26;; https://jobright.ai/jobs/info/69d0588ccfdc6132f943a85b?utm_source=1121&imp_id=3673496432511879909__instant_push__1775346281359_6065&utm_medium=email
Prudent Technologies and Consulting, Inc; C# Engineer (15+ Yrs Exp) _Remote (W2 Only); ;4/6/26;Open;4/6/26;; https://jobright.ai/jobs/info/69cea9fc398fb071abf877f7?utm_source=1121&imp_id=3673496432511879909__instant_push__1775424611456_7876&utm_medium=email
Centriworks; Senior Technical Support Analyst; 53-95k; 4/6/26;Open; 4/6/26;; https://www.glassdoor.com/job-listing/senior-technical-support-analyst-centriworks-JV_IC1144394_KO0,32_KE33,44.htm?jl=1010088756219&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos2-age3d-1010088756219&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlhov6b1l03s804-1745233f85b03c1a&cs=1_1e3fec2c&s=224&t=JA&pos=102&ja=401049853&guid=0000019d63621838a17991c0c0b3f269&jobListingId=1010088756219&ea=1&vt=e&cb=1775491849559&ctt=1775499091099&srs=EMAIL_JOB_ALERT&gdir=1
Meridian Cooperative; COBOL Developer; ; 4/6/26; Rejected; 5/1/2026;; https://jobright.ai/jobs/info/69d259f7cdb525785fbb9802?utm_source=1121&imp_id=3673496432511879909__instant_push__1775444076295_5818&utm_medium=email
Zetron; Full Stack Software Engineer - Blazor Focus; ;4/6/26;Open;4/6/26;; https://www.ziprecruiter.com/jobs/zetron-773a93a1/full-stack-software-engineer-blazor-focus-0bbf1dc84?enc_campaign_id=fd50a38a&lk=Xxn83IZdQpgIu7eIU4ruvQ&tsid=122220994
CES; Lead Software Engineer (Remote); ; 4/6/26;Open; 4/6/26;; https://jobright.ai/jobs/info/69d374dfcfdc6132f9451766?utm_source=1121&imp_id=3673496432511879909__instant_push__1775502371536_1182&utm_medium=email
Envestnet; Lead Software Engineer; 139-185k; 4/6/26;Open; 4/6/26;; https://jobright.ai/jobs/info/6944ccb850bbaf765056e037?utm_source=1121&imp_id=3673496432511879909__instant_push__1775403501451_410&utm_medium=email
Maximus; Back End Developer - Mid-Level - TS/SCI Clearance Required; 10-130k; 4/6/26; Rejected; 5/1/2026;; https://www.glassdoor.com/job-listing/back-end-developer-mid-level-ts-sci-clearance-required-maximus-JV_KO0,54_KE55,62.htm?jl=1010080410735&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos4-age9d-1010080410735&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1110586&jrtk=5-yul1-0-1jli2g2etljej800-3b2ed390a6b9f085---6NYlbfkN0D8I3f6GXLl4AOe1XXqEe0trmVi4nr1JrUePosgNmeHMkq7L3uyFfou1NC4TxB9fDFBMJkLYNkKSEhx8GRt0u-6xAZ6QPD8rQPlgmCLZkm9MsrQWPkx_fv6nAIj1WMBbffmObK9Xl5nXyUKnJlTDMuCUICaDiCteDUqFYvXThByWrGMlsdW2bqJ-dCmWtYyDvLLcmA_wIzRsDg0dmd88IZ8mo72xJ-F47q8H9iLU76B-ilijK68o8tXiCxo4OqtmwgO_1_OvbPFDZ_JtfCgOGTMRrEa5dL31UQ-Bu4igppAilaG5g10aS0pSGTXaTm1GSSo59F63rMr_YQJLVDtw5NE1P_pPOEMlXCy0aoCQT_ii1fiV5g6CJf-ziTMT47xQxsIwsmaB0uiKY9Ys3OV72hJ_85RPvBxqbDyMwm8NEo50HlsjYeZi_MGMxb1D8o5T0XE6itfSro8J9MPC08snL6E7sZ__u52JHctIhYQOjvx6s4ViOUB0rWuLFmzaYGt9CqddSKMqf23rjgFUqY7_81Z3oN9vk9bF4puBRpEMYv0QqPmgR1pHsMInFctQCuwo3CMwPL-Tymf1J6hC_aaoSxJkypi1WecsdQVXZOccJzMON_Qa8Y91QolAZFOoJyyQRmvoEUgVm9TbOh6qmz5UVPQEWFrTyhVWLF5y5r3X1XWktRt4cf6CXKqZtCzYDG7vof-A-S8hlZOPrr8RfgDRk7U0EY8URM8Z7t-rUglH1UvKua8pcgFT-z3_YasLb2aNIXwgLxjBzboMybghkJ_dYHgRm8mX4vL9dZ47H0pjaKnzbhAT48rhvvFjwSTF1tt5HMF1aWDs87SXg%3D%3D&cs=1_aee030ce&s=224&t=JA&pos=104&cpc=AC285F3A3ECA6BB0&ja=393422649&guid=0000019d6406cfed837603181a76c1f6&jobListingId=1010080410735&vt=e&cb=1775501839878&ctt=1775501936808&srs=EMAIL_JOB_ALERT&gdir=1
Thunderyard Solutions; Mid-Level API Engineer, Veterans Affairs; 90-110k; 4/6/26;Open; 4/6/26;; https://jobright.ai/jobs/info/69d3e83854f00230c6d2c4da?utm_source=1121&imp_id=3673496432511879909__instant_push__1775502371536_1182&utm_medium=email
Netrist Solutions; Full Stack Developer - Mid Level; ; 4/6/26; Rejected; 5/1/2026;; https://www.glassdoor.com/job-listing/full-stack-developer-mid-level-netrist-JV_KO0,30_KE31,38.htm?jl=1010077875910&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos3-age11d-1010077875910&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlhjhvqf2h2c000-53c316481c41132b&cs=1_0a8bcde0&s=224&t=JA&pos=103&ja=378462087&guid=0000019d632b6a6ba0d9050079536e2a&jobListingId=1010077875910&vt=e&cb=1775486173275&ctt=1775499562256&srs=EMAIL_JOB_ALERT&gdir=1
Nexgen Technologies; Backend / API Developer (Azure); 95-120k; 4/6/26;Open; 4/6/26;; https://www.glassdoor.com/job-listing/backend-api-developer-azure-nexgen-technologies-JV_KO0,27_KE28,47.htm?jl=1010090233256&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos5-agept-1010090233256&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jld4ae52gcva800-0740b375d0ed355a&cs=1_c2dfd867&s=224&t=JA&pos=105&ja=380629936&guid=0000019d59f18e668992e21b17062284&jobListingId=1010090233256&vt=e&cb=1775335979434&ctt=1775501800566&srs=EMAIL_JOB_ALERT&gdir=1
VLS Systems Inc.; Application Developer; 97-137k; 4/7/26;Open; 4/7/26;; https://www.indeed.com/viewjob?jk=036f8808eafcb977&tk=1jlj995pkptpc802&from=jobi2a&advn=392115683831400&adid=460010389&ad=-6NYlbfkN0CRqlxJmBMGGqj4jK7JHcJzWDVUtLmfm2pse8tuC3Hav6wcu6WkeBINMGje1qSs-xN2-UT73XEjwHjX7KixNNU8YQ_kIo_BaPUMI40pM-zTYYG_FkCHN3vKQ4ylfakwEZ4TZWPO7O7UScSAag_3afGDLJg_CW9BM1Eu8rG7EDCvW69U8b_7BlorUAlmD6qNwmZNCa92sZeTMDXzTiz0PLYdCMjM5DqfykCe5fa7s7dFVOqOpwZJ6hyTvGQyRsRI3lFYwuqo8cTsVmG2pv5_YId2YdhK3OrTcna28uKYBPp-8KJo2J_KDJfcj4zKRA5UzNQewhfV5c9WCI0mKq0hx_CFcfN3Q5xXas47a3nXib33kcFyJE74KhAzUu6gKxkZ9SMu6NMTBds5gzjUdI1fTaXDWIJur4y1WywqfEi2gerYr_udHq_nYU_K8koSleHafL1Yu6JktqnNGLNR-IpK-pwMlAy4Ul3nBFdpFW7C9EwpdM15Rj5YKEX95ZK6C-nyZe7qruZ37xkljqO0pcePnV7M3Gz1vvZO9kQkpb0j4VBu8OHFoz0XjYivKgGYFizeysbRuwB72lJqP5lKMjXGCZlck9334XNgOWoqvp0avgIt3E3CjctYLoGK&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=C3EPSzFlQw8G_zzZhMGjYA%3D%3D&jrtk=5-cmh1-1-1jlj994c4rivt803-036f8808eafcb977&xkcb=SoDs6_M3lza3va063x0fbzkdCdPP&xpse=SoD46_I3l0LpZ8SYER0PbzkdCdPP&xfps=1a06d568-52b8-4b81-b810-7d02e9780a85
Precision Systems; C#/Duck Creek Developer; ;4/7/26;Open;4/7/26;; https://www.indeed.com/viewjob?jk=e1dc761e8791c82b&tk=1jlj995pkptpc802&from=jobi2a&advn=9884781704172152&adid=459082054&ad=-6NYlbfkN0Clz_FvDW05OYcXZEfdSgGAs4NrBEY9FTKhI-t1tfWo-58rmEBigeFwryrEgMK5Wv1FfaaHDVx8GbT4-gan3r2X9dZyDH1rijAGtRh92VGOeE_J6Erq86VTToAn5QfOO12V5EnFdRF-TYB68SZrdzJDKKbUpPJjCkcFp_TD0dRfQ_3DYCUfkqXw1m71gEPJuLeV7_GCD2mnH1qex7E-qDKeY8GcEuWmQgm9EXUlEZrmLXiYH1dDHljXHBJPzm2CsRgl1V2Qfsp5VVNxuCoAHX0iopC-kJxJ4omjF2l2xRPX9FPGNpCH41KNasTMqn7We3KHkfjSDVzfF39TLBKliUxKpsGHzXmlOlGhGTVPY35gJ-RkhrBDPt1BBJfdN3O97EzlDiuiMHslRaMXQrRncks0AkvyyqmyVXkV0YC1c_g8aOj863vC7dXF2hKk_eqjSLpicDled-LXXxK1YzNMfxgxMTypSf8rc7RzRB6zeSCYOtIHc8Wy0v_X55NDnSsRrd132TLel8gl4pfTqXQ9maS4boxezVXWjAEUWDVDm1IYCXAul3ni40yLSHgjJK2e4VRYzY_5-dmohW61Uxg7ErAc-O371yoNCKgaU2bgsqjS87vNzi0CTOZn&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=UoKtGZLa3XLbvsYusF1Zng%3D%3D&jrtk=5-cmh1-1-1jlj994c4rivt803-e1dc761e8791c82b&xkcb=SoBV6_M3lza3vF063x0DbzkdCdPP&xpse=SoDk6_I3l0LmgQS6kZ0NbzkdCdPP&xfps=14795a76-777f-4914-8c2d-edf4836b6e4e
Insurity; Architect; 105-167k; 4/7/26;Open; 4/7/26;; https://www.indeed.com/viewjob?jk=71fa63e2bab4c4f7&tk=1jlj995pkptpc802&from=jobi2a&advn=4545443993450735&adid=458501175&ad=-6NYlbfkN0C2YNyQh3GFAwQ-dyuiZmvfa2S_250bNGRBUZFpswMPsSccQyJDLEPcvUtVbhbpd5jvMcS5MQFfG0d877FBEVLDeW_JtbwU4woy83vKdgy5gpFVK6XcqmYNWT9bEXkedmDScr3lhDV0aibpnFP0Sn2IAzZZTy5v8o6T1P0bpc4kvEKtUKnNyBwJ9r4ZN65aZMobq2SyYatq956r2aIZFdh1fm91BV-AUbNLHsR-6_EUsnclVxYophQfxhxTGm-yeEsnc16xYhR9fYCGGO4jPOomvIdFk1J99tiKk7TAV9NSHoMUOic9qLYw7WH4mSwm1S6sKK6Aep7pFPPypZlSPA4OZRA9II1UdfHPPktRIj3MuMkiW-svJWN1cqTH2vD8pE24RI-u2_F0kV8ZpnbR_qFRFaQvtQyHDyFWfppdANvk3DqhMEbOi7P_Gb12Cn284c2_t7c0OKNytaNkQ1pREZg53ytt52Hi1KwMIjiGyUeA-Dg_ABzzJ5n_0vQXzKMxfHieHmZreBPb-ZxBJH6bwLsQJimSrJ1X_HEb3UwzSMEdz88PLolKRtQJ6nbyK9Tot878aFshrYqz-dHgKPln4tz3HXEdz5zHCMFi6V6yFEiNUzTIUjDGsVGG&sjdu=8aKTnhAUxh5ENd4kai56sqSM1f1aHYVaLBGbwzgdtjFTWaqsxIzov5VIPb6ACBB19ZSKZOmkeAz4lw9gm-9hlzQ2b9Il319ZICwwVIqdchs&acatk=1jlk1qon1g6qn802&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=UoKtGZLa3XID6kRSnY-WXA%3D%3D&jrtk=5-cmh1-1-1jlj994c4rivt803-71fa63e2bab4c4f7&xkcb=SoA86_M3lza3vEU63x0RbzkdCdPP&xpse=SoCB6_I3l0LkzFyYER0PbzkdCdPP&xfps=682e1199-e2aa-4bae-9402-8c5280c60bf8
Blue Coding; .NET Engineer (B2); ; 4/7/26; Rejected; 04/10/26 ;; https://jobright.ai/jobs/info/69d4321b366bb95ba553b593?utm_source=1121&imp_id=3673496432511879909__instant_push__1775529121772_2639&utm_medium=email
Nestmed; Software Engineer, Backend; 220-280k; 4/7/26;Open; 4/7/26;; https://www.linkedin.com/jobs/view/4394705849/?trackingId=9t0itBXqRsCUS8Zo29X6ig%3D%3D&refId=CDciqSt%2BSjqj9XycZ%2FwZbQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1QUtyGNrMIyIc1&trk=eml-email_next_best_action_digest_01-4Fz%2FQWvjR%2B%2B98TgOn%2BbBdA%3D%3D-0-fTrsnPsB1D6NIqclt9rgAw%3D%3D&trkEmail=eml-email_next_best_action_digest_01-4Fz%2FQWvjR%2B%2B98TgOn%2BbBdA%3D%3D-0-fTrsnPsB1D6NIqclt9rgAw%3D%3D-null-mw6pip~mnnymiyq~fv-null-null&eid=mw6pip-mnnymiyq-fv&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYjE4ZGM4ZDQ0OTljYWI4YTYzN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThkNGJjYzE0NTg5Y2I4NTMzYTc2ZjQ1NDkwNTZmMGNjYzNhMDJiMzcyNjgyMTk4YjAsMSwx
Double A Solutions; Software Engineer; ; 4/7/26; Rejected; 5/1/2026;; https://jobright.ai/jobs/info/69d44e7654f00230c6d2ff8f?utm_source=1121&imp_id=3673496432511879909__instant_push__1775521537541_2136&utm_medium=email
MCG Energy Solutions, LLC; Senior Application Software Developer; 115-135k; 4/7/26; Rejected; 4/10/26;; https://www.linkedin.com/jobs/view/4385906932/?trackingId=5jVSUzVrTGygvacfKWWW2A%3D%3D&refId=74ATFqIwSty0ohZylmu34w%3D%3D&eBP=NOT_ELIGIBLE_FOR_CHARGING&midToken=AQE_3XQkBAKpjA&midSig=0XZ_RSDVmQysc1&trk=eml-jobs_jymbii_digest-job_card-0-jobcard_body_4385906932&trkEmail=eml-jobs_jymbii_digest-job_card-0-jobcard_body_4385906932-null-mw6pip~mnnuc71v~j9-null-null&eid=mw6pip-mnnuc71v-j9&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYjE4ZWM3ZDI0OTlmYTk4ZDYzN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjNWUyYzQ2MDlhZGNhMzNjZmUwZWJlNzFkMzkxYTIwOTBiMTQ0NTgwNTIxNTBhYWQsMSwx
The Midtown Group; Senior Software Engineer (.NET); 55-65/hr; 4/7/26;Open; 4/7/26;; https://www.linkedin.com/jobs/view/4397335856/?trackingId=GgJjllbhRT2r9izDmNtwiQ%3D%3D&refId=RC2%2FdbR5Qrm%2FfRKdE1F35A%3D%3D&eBP=CwEAAAGdYGIWMK3EUXWnIU8PneWe_IXz_mgQQkNsQd_S9XgalEx14kVazjKsyYn46RH-W9r3mA1JcKmILi32RXZLdg53Aj3JApZzB1gi_0Azdh9fUtKAUHmjcQmuTdM0jXDeOYHv70ztinMktEHMiZC8a4qVUYlp220sdUNuCWcpBJ_lqZf6nu1oua2ow2xCVzaN8IL8f45JiFzDJtxRPb9-LQhf0iXh4wV9TaRSo89EKmFGx7iQhgYOoPCHoekBakslUxDAUZru9a53hyuRUFEsjakzUAruFCnvyNYrVmTKA16lxSWZO4QrsbivFNCkT5vQDy443Vr5-VQTUTM5ONPi8DcnAG2u9AsCfdHq9vrRB-01EX3rKQg4sT39aW_zb-yf01gy8PgnKFRZW3dHmYRR2DOXBCjK2_BxLHK5e-VC7wQ&midToken=AQE_3XQkBAKpjA&midSig=0XZ_RSDVmQysc1&trk=eml-jobs_jymbii_digest-job_card-0-jobcard_body_4397335856&trkEmail=eml-jobs_jymbii_digest-job_card-0-jobcard_body_4397335856-null-mw6pip~mnnuc71v~j9-null-null&eid=mw6pip-mnnuc71v-j9&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYjE4ZWM3ZDI0OTlmYTk4ZDYzN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjNWUyYzQ2MDlhZGNhMzNjZmUwZWJlNzFkMzkxYTIwOTBiMTQ0NTgwNTIxNTBhYWQsMSwx
